target_id,class_label,split,bls_power,snr,period_days,duration_days,depth,transit_count,odd_even_depth_delta,v_shape_score,local_noise,depth_to_noise_ratio,phase_shape_kurtosis,bls_sde,secondary_eclipse_depth,centroid_shift,crowding_metric,gaia_neighbor_count,candidate_detected,predicted_class_rule,processing_status,failure_reason
KIC-10536241,exoplanet_transit,train,1.0,5.309643348786137,1.3406860374075684,0.25,9.258941190529243e-05,20.0,0.0,0.0,0.0010068824544455471,0.09195652530888324,0.0,5.0776729848233035,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
KIC-4587135,exoplanet_transit,train,1.0,5.556801887831478,0.9862509126775718,0.25,8.313006096431286e-05,27.0,0.0,0.0,0.0010034394750674293,0.08284511724907641,0.0,4.953386821934832,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-402219289,exoplanet_transit,train,1.0,323.6142100232393,2.197341541786334,0.25,0.007278318358033059,12.0,0.00010623177732960176,0.0,0.0010058158205894512,7.236233720968569,2.6660066407148495,11.330517063063557,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
KIC-6862328,exoplanet_transit,train,1.0,47.24917653837981,26.20538782318599,0.25,0.003129354393099375,1.0,0.0,0.0,0.0012055605292598279,2.595767128358698,-0.12378531589605357,5.868289071532422,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-298308533,exoplanet_transit,train,1.0,6.933762986881755,9.366812749003984,0.25,0.000308659919366464,2.0,0.0,0.0,0.0009953968183492906,0.3100873075707917,0.0,6.7098382179437435,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-269728501,exoplanet_transit,train,1.0,17.653989122396062,2.084977631971369,0.112,0.0005635812320429825,12.0,1.5690049669281336e-05,0.0,0.0009947713811170858,0.5665434719383512,3.4842912953412792,12.153632975515325,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
KIC-6198670,exoplanet_transit,train,1.0,5.412532057099207,9.620028760785294,0.25,0.0002437278564262687,2.0,0.0,0.0,0.0010079141685544653,0.24181409888881647,0.0,4.0060619414057985,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
KIC-9605514,exoplanet_transit,train,1.0,6.0901378747127835,1.0835126328946814,0.25,9.3851684926909e-05,24.0,0.0,0.0,0.000994540451403824,0.0943668855242987,0.0,5.689244901295314,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-67646988,exoplanet_transit,train,1.0,2957.4852259042736,1.8823222540171693,0.112,0.09127298864491107,14.0,8.177188452573869e-05,0.0,0.0009971716821860562,91.53186986298815,-1.8453480139099825,13.070653360261286,0.0,0.002,0.98,0.0,1,eclipsing_binary,success,
TIC-367900542,exoplanet_transit,train,1.0,472.72662446563106,1.2039749894618519,0.112,0.011520809251749852,22.0,2.7304610243472638e-05,0.0,0.0009929490559512357,11.602618666788524,-0.5732625359248584,12.73770965384632,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
TIC-25155310,exoplanet_transit,train,1.0,140.97302612276616,3.288926038981762,0.112,0.006504300978426231,17.0,0.0002058843753413031,0.0,0.0031915788479925725,2.0379571642158494,-3.0,12.808012776600064,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-251186192,exoplanet_transit,train,1.0,104.9271384925579,2.9500107630213335,0.112,0.004156800348705591,9.0,0.00011608274661867313,0.0,0.001027729608864203,4.044643953869818,-3.0,11.31702691098791,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-420369105,exoplanet_transit,train,1.0,149.1041847069642,2.796302787392968,0.112,0.005746732263862016,9.0,0.00018288879761141352,0.0,0.0009998587783006164,5.747543941784756,0.38717405518840486,10.393636372115045,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
KIC-8880123,exoplanet_transit,train,1.0,5.739580434410333,9.717377766662498,0.112,0.0003857916772536717,2.0,0.0,0.0,0.0010014959446975713,0.3852154162942436,0.0,5.122676160852043,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-261646133,exoplanet_transit,train,1.0,7.275754721934156,12.941669724770644,0.25,0.0003971408965163637,2.0,0.0,0.0,0.0009960672907084736,0.3987089027227156,0.0,5.642674396030857,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
KIC-10978763,exoplanet_transit,train,0.868038825768631,4.8443283578166705,12.268099028817067,0.01,0.0010804503982313263,2.0,0.0,0.0,0.0009974388019604985,1.0832247513408,0.0,4.834524458811627,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
KIC-12302530,exoplanet_transit,train,1.0,8.13844156496845,13.235454545454546,0.25,0.0004419475216964056,2.0,0.0,0.0,0.0009924364046349167,0.44531570953302835,0.0,5.0646225806148,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-124778445,exoplanet_transit,train,1.0,686.1302670094399,1.6785904203323558,0.25,0.013475884076999107,16.0,9.097307567595969e-06,0.0,0.0010121962503401463,13.313509186060081,-0.7796011946773298,10.423435488923106,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
TIC-231663901,exoplanet_transit,train,1.0,706.9693537104216,1.4310949271722753,0.112,0.01866806369071907,18.0,3.0313032079898328e-05,0.0,0.0009967956132207996,18.728075688856308,2.7974546191065333,10.724439062384315,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
TIC-201508515,exoplanet_transit,train,1.0,63.62051722908549,0.9858520245430207,0.112,0.001398688441235754,27.0,3.5370802857204175e-05,0.0,0.0010060327736081875,1.3903010696354225,-0.3770732159750021,10.771941476797636,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
KIC-8481129,exoplanet_transit,train,1.0,5.176049966057806,12.759868223519602,0.25,0.00028481310684028117,2.0,0.0,0.0,0.0010056219508148183,0.2832208531342296,0.0,4.122798184278826,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
KIC-5942093,exoplanet_transit,train,1.0,16.685706871909137,7.198557369958742,0.112,0.0009710001058376517,3.0,0.0,0.0,0.0010045760026112702,0.9665770467477401,-0.37808606631019304,5.879721394561903,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-346972413,exoplanet_transit,train,1.0,208.8683259035104,2.776446936641304,0.112,0.007725992938097874,9.0,0.00018383827200341152,0.0,0.0010116552040678884,7.636982350341778,-3.0,12.76243963444313,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
TIC-311252710,exoplanet_transit,train,1.0,207.92931496853168,5.4739063057916155,0.25,0.03245418649397371,4.0,0.00010556832335806288,0.0,0.0045102253584141366,7.195690661759992,5.920334938309008,12.055151608475112,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
KIC-9389245,exoplanet_transit,train,1.0,197.30990201047084,6.763938227316476,0.112,0.011475232454026794,3.0,0.0,0.0,0.0010073334098550683,11.3916925039524,-0.19488822707297127,13.94551937799705,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
KIC-5687986,exoplanet_transit,train,1.0,5.0251634179389795,1.5311660208643814,0.05,0.00020536796758368226,17.0,0.0,0.0,0.0010010554647768598,0.20515143746751313,0.0,4.052890620122109,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-161247580,exoplanet_transit,train,1.0,171.6342088940579,3.2819150206902434,0.25,0.004491558293497386,8.0,6.778310475452631e-05,0.0,0.001013872944798084,4.430099764021116,-0.7787675668410521,12.203126222995982,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
KIC-8180290,exoplanet_transit,train,1.0,5.533321198863769,7.9332780809224746,0.01,0.0011981434460380186,3.0,0.0,0.0,0.0009922762184873548,1.2074696780141438,0.0,5.731192026444653,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-437261733,exoplanet_transit,train,1.0,400.6693023906557,5.41228847365106,0.25,0.01401522229315117,4.0,8.21855538122307e-05,0.0,0.0010107812060885365,13.865732968449699,2.307693413084081,12.724663906726457,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
KIC-3546060,exoplanet_transit,train,1.0,21.051824021256138,9.682332124546704,0.25,0.0009466922370940739,2.0,0.0,0.0,0.0010055509649787517,0.941466191237834,0.049229682741451786,11.868191069803204,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-386161311,exoplanet_transit,train,1.0,222.9420650282072,8.61053529079616,0.25,0.009895453806677132,3.0,0.0,0.0,0.0009905088669489544,9.99027281518227,-2.2835238279705763,10.70434568188931,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
TIC-396950329,exoplanet_transit,train,1.0,129.37963004654938,1.7765727893973908,0.05,0.005771362152672466,15.0,3.5634324241473614e-05,0.0,0.0009974644456397055,5.786032953757173,-3.0,12.856365955837726,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-346855283,exoplanet_transit,train,1.0,20.917430574582855,17.67720420119034,0.25,0.0011414515799456726,1.0,0.0,0.0,0.000995798055963913,1.1462681344971797,0.05589837770593853,6.018896349241026,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-387544178,exoplanet_transit,train,1.0,188.87332523141038,7.579781060270108,0.25,0.007306960481912223,3.0,0.0,0.0,0.0009998949233533734,7.307728353502067,-3.0,5.57805311210805,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
TIC-199721945,exoplanet_transit,train,1.0,229.9386524547764,4.69365109569701,0.25,0.009105011530425696,5.0,0.00026213218078541267,0.0,0.0011455953634177537,7.947842511567023,2.5465926593735384,11.246641013125195,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
TIC-105840719,exoplanet_transit,train,1.0,40.339321430805384,10.302412121212122,0.25,0.0018132672224393024,2.0,0.0,0.0,0.001005120717685201,1.8040292977098986,-0.0699731867647242,11.406704541971108,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-285328782,exoplanet_transit,train,1.0,332.7871108870209,2.7181348266968164,0.112,0.01218735643736826,9.0,3.923609873968115e-05,0.0,0.0010029369856467505,12.151667165319626,2.472237688730244,12.40191831384278,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
TIC-97735908,exoplanet_transit,train,1.0,124.65483794707689,4.071391995759343,0.25,0.004801753393091419,6.0,1.0215252674194986e-05,0.0,0.001314781777213459,3.6521295596811725,3.652656913275276,10.352443160956637,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
KIC-11443757,exoplanet_transit,train,1.0,5.828463105775122,0.8077366431794625,0.05,0.00017182529523460685,33.0,0.0,0.0,0.0009936243199566404,0.1729278277348374,0.0,5.335277555321804,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-347013211,exoplanet_transit,train,1.0,98.89115498541595,9.11232932664255,0.25,0.005265226883067577,2.0,0.0,0.0,0.0011905417859903377,4.422546898417146,2.408181970798113,12.911427652533456,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-175604949,exoplanet_transit,train,1.0,477.633325183767,2.652041768114948,0.25,0.011867440126463971,10.0,9.034805690322223e-05,0.0,0.0010138402936950423,11.705433489146401,-1.3063793788515037,11.148461947616674,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
TIC-456401439,exoplanet_transit,train,1.0,174.54270017300502,6.338462812910371,0.112,0.008989060650037298,4.0,0.000161548533209932,0.0,0.0009959749638354983,9.02538816379524,0.02767649121421689,10.533978358831982,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
KIC-10426656,exoplanet_transit,train,1.0,7.128941069868231,2.9715567941572165,0.25,0.00018503985039747926,9.0,0.0,0.0,0.0010049421459731877,0.18412985378206656,0.0,6.833814633841946,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-307210830,exoplanet_transit,train,1.0,34.39676756213963,1.8452863845576934,0.05,0.000872594512580298,31.0,0.001480766385497878,0.0,0.001846506423911279,0.4725651106763896,0.32772305846837124,13.592735258807869,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-115739057,exoplanet_transit,train,1.0,519.1982767649009,5.031270005831659,0.25,0.017973228308551203,5.0,0.00013167948987846678,0.0,0.0010003133997122345,17.967597268737634,5.889150388389723,11.023282955676732,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
KIC-10546063,exoplanet_transit,train,1.0,4.814675800236042,2.3665466412666687,0.01,0.0005578728762382475,11.0,0.0,0.0,0.0009899873099985198,0.5635151790370744,0.0,3.523789951803209,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-313425396,exoplanet_transit,train,0.9399269925702779,4.911468458140057,11.016748450007464,0.022,0.0007418938250974892,2.0,0.0,0.0,0.001001974653039606,0.740431729332542,0.0,4.696899069870497,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
KIC-9093086,exoplanet_transit,train,1.0,6.278383518708574,0.49727272727272726,0.25,6.581112441216302e-05,54.0,0.0,0.0,0.000993929243162221,0.06621308796869947,0.0,5.182560885717959,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-399195246,exoplanet_transit,train,1.0,513.5892651762589,1.6935453005740932,0.25,0.010021332297972283,15.0,2.5868006603535498e-05,0.0,0.0010067312528733614,9.954327204375451,3.3051377295971944,11.34114850047846,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
KIC-6131659,eclipsing_binary,train,1.0,366.23861064418963,17.526994897592527,0.112,0.2648784501296107,1.0,0.0,0.0,0.008857846057459103,29.903257339470155,-1.1950982428321921,11.454751473306382,0.0,0.005,0.95,1.0,1,eclipsing_binary,success,
TIC-420112217,exoplanet_transit,train,1.0,40.90144544195505,10.77184899845917,0.25,0.0019402594389032648,2.0,0.0,0.0,0.001061793376086529,1.8273418186639232,-0.6872850160029769,9.588632567848691,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-332660150,exoplanet_transit,train,1.0,32.33399751851808,8.807468097120271,0.25,0.0014573132505360565,3.0,0.0,0.0,0.0010078096563357296,1.446020328714319,3.9244785256139103,9.423894098088349,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-167714124,exoplanet_transit,train,1.0,424.7670187227751,4.164235427095107,0.25,0.012587710003418304,6.0,5.7509285102730345e-05,0.0,0.0010132186993997174,12.423487654615837,-0.6817613790097874,12.524272471282284,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
KIC-10341917,eclipsing_binary,train,1.0,17.001086592274874,0.9312647169149233,0.112,0.00036500024375079286,28.0,1.1096371047014664e-05,0.0,0.0009989538510183694,0.36538248826880093,0.08535654170147167,10.048051657279295,0.0,0.005,0.95,1.0,1,stellar_variability_or_other,success,
KIC-6066379,eclipsing_binary,train,1.0,2650.6512659438126,1.3037948639792731,0.112,0.058357191393193446,20.0,0.00026743064446321796,0.8622408434574373,0.027010082571860612,2.160570640164965,-1.3271109993958115,8.473597166369593,0.08695886934970065,0.005,0.95,1.0,1,eclipsing_binary,success,
KIC-9048145,eclipsing_binary,train,1.0,291.1282752987952,8.666699788130158,0.112,0.03139665170482842,3.0,0.0,0.0,0.001867925603739249,16.80829881124709,-1.151454015609426,10.617944529358482,0.0,0.005,0.95,1.0,1,exoplanet_transit,success,
KIC-12418891,eclipsing_binary,train,1.0,5.070949870734183,0.5080461624576075,0.112,8.045509833004482e-05,53.0,0.0,0.0,0.0009979123423841168,0.0806234124109831,0.0,4.464814609782863,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
KIC-5103942,eclipsing_binary,train,1.0,5.404436477352172,0.8581507467174501,0.01,0.0003700593027456311,31.0,0.0,0.0,0.0009993341100153895,0.37030588572617845,0.0,4.956151316353698,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
KIC-5597970,eclipsing_binary,train,1.0,275.32579851863596,6.717619214279464,0.112,0.10228293352105289,4.0,0.0013307164665746773,0.0,0.00642379779504131,15.922502043885572,-1.2036591954655373,10.79555734755568,0.0,0.005,0.95,1.0,1,eclipsing_binary,success,
KIC-7199935,eclipsing_binary,train,1.0,5.353164513419492,0.9988241008172623,0.05,0.00018024425312079362,27.0,0.0,0.0,0.0010095566228653494,0.1785380324772867,0.0,4.247609259604332,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
KIC-10753734,eclipsing_binary,train,1.0,975.4424227922439,19.40360385144429,0.112,0.2760932604672158,1.0,0.0,0.0,0.010514324524865627,26.258772954389503,-1.1845642294822234,10.465392285720744,0.13772241555651132,0.005,0.95,1.0,1,eclipsing_binary,success,
KIC-6187888,eclipsing_binary,train,1.0,5.2374107922146775,1.2480704282360562,0.112,0.00013179164880306653,21.0,0.0,0.0,0.0009986459190667154,0.13197034733415067,0.0,5.3556751576801735,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
KIC-7032687,eclipsing_binary,train,1.0,5.421815001255807,0.9943342151106521,0.112,0.00012147713972118265,27.0,0.0,0.0,0.0010059933886862361,0.12075341755458664,0.0,4.406420416116186,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
KIC-6442246,eclipsing_binary,train,1.0,5.39300152798194,12.635204336947458,0.01,0.001437693641194588,2.0,0.0,0.0,0.0009974699626140492,1.4413402860040552,0.0,4.233084089673422,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
KIC-5982368,eclipsing_binary,train,1.0,52.651947793970685,9.78238044520528,0.25,0.002370212369297132,2.0,0.0,0.0,0.0010066020728422386,2.3546666883017706,-0.4394356649732871,7.437270318609659,0.0,0.005,0.95,1.0,1,stellar_variability_or_other,success,
KIC-5475735,eclipsing_binary,train,0.9279494328700935,4.61778631944957,2.475671469370728,0.01,0.0005392851088027917,10.0,0.0,0.0,0.0009978058036159297,0.5404710083349751,0.0,3.8722969055179206,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
KIC-9837586,eclipsing_binary,train,1.0,550.0004825523894,20.730642424242426,0.112,0.06372743272117648,1.0,0.0,0.0,0.0028303789954483563,22.515512171217733,-1.2151583004823303,13.073455038394208,0.03236263026370778,0.005,0.95,1.0,1,eclipsing_binary,success,
KIC-8488876,eclipsing_binary,train,1.0,274.3749340075283,5.802368784470879,0.112,0.02302265068719929,4.0,0.00036674851311535583,0.0,0.0016248995743654018,14.168660667038882,-1.1302917877109306,12.998859094133906,0.0,0.005,0.95,1.0,1,exoplanet_transit,success,
KIC-8029848,eclipsing_binary,train,0.986924162496009,29.794478620579763,0.6032825370997646,0.05,0.0007770143433548033,44.0,0.0007810064808717598,0.0,0.0009988684657148874,0.7778945577170626,-0.5997476435154079,10.614286526480907,0.0,0.005,0.95,1.0,1,stellar_variability_or_other,success,
KIC-5444384,eclipsing_binary,train,1.0,204.07277983974217,1.519286241984259,0.112,0.004110815633218685,17.0,5.3930451300643334e-05,0.7124433128310093,0.00204902687176722,2.00622826857963,-1.3743449595265265,8.3413704751777,0.006086256614714514,0.005,0.95,1.0,1,eclipsing_binary,success,
KIC-2860793,eclipsing_binary,train,1.0,6.151729727124417,1.310253628724217,0.25,0.0001046633887770441,20.0,0.0,0.0,0.0010022181946667456,0.1044317388508861,0.0,6.641718619424178,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
KIC-5876360,eclipsing_binary,train,1.0,753.5301672799421,1.0508983211435037,0.05,0.018386162627167277,25.0,0.000321434397999365,0.9170077133854123,0.006267176024943113,2.9337236666069497,-1.8729494414478922,11.69828480020989,0.026653722084565623,0.005,0.95,1.0,1,eclipsing_binary,success,
KIC-7200485,eclipsing_binary,train,0.9520061285731904,5.379321898255918,1.108925842243873,0.112,0.00012771314967753082,24.0,0.0,0.0,0.001005025509431792,0.12707453540133085,0.0,5.737658980385438,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
KIC-9711751,eclipsing_binary,train,1.0,279.5785582239126,0.8557718225113513,0.112,0.07697141095762433,31.0,0.00024116366457893612,0.0,0.013246498188099105,5.810698787304923,-1.2572504277601633,12.675134583943736,0.0,0.005,0.95,1.0,1,eclipsing_binary,success,
KIC-10619109,eclipsing_binary,train,1.0,273.04400691500086,2.04500384197557,0.25,0.13962527525776955,13.0,0.0011785562082494705,0.0,0.02379361028778453,5.868183666496891,-1.2543352801643037,8.424534970795902,0.0,0.005,0.95,1.0,1,eclipsing_binary,success,
KIC-9518558,eclipsing_binary,train,0.8840173098023771,4.8143421980937635,1.410893161219445,0.022,0.00027910967353004195,19.0,0.0,0.0,0.0009923656948973658,0.2812568743208203,0.0,4.58646290698321,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
KIC-7282042,eclipsing_binary,train,1.0,5.88084525426634,1.0207029790841533,0.05,0.00019591323733501962,26.0,0.0,0.0,0.000999413666902177,0.19602817514221135,0.0,6.939645758476795,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
KIC-5034333,eclipsing_binary,train,1.0,100.39067244216825,6.93754374943911,0.25,0.004198817706759618,3.0,0.0,0.0,0.0010801810989040626,3.8871423606834843,-3.0,10.083586006021948,0.0,0.005,0.95,1.0,1,stellar_variability_or_other,success,
KIC-2708286,eclipsing_binary,train,1.0,6.66822893414202,0.9495796239518303,0.25,9.885655505031974e-05,28.0,0.0,0.0,0.0010135363393143268,0.09753627099073502,0.0,8.01685459996786,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
KIC-5272571,eclipsing_binary,train,0.9718946681899137,5.330804090425248,0.5136454219090311,0.022,0.00019334254332557753,52.0,0.0,0.0,0.0010005229001996503,0.19324149730805443,0.0,5.184392086257447,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
KIC-4049108,eclipsing_binary,train,1.0,9.522731245073858,2.4044736266824898,0.05,0.000478988787071108,11.0,0.0,0.0,0.0010047320754878117,0.47673285123156056,0.0,8.865727660345001,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
KIC-5036538,eclipsing_binary,train,0.998295488795714,9090.05830057198,1.0608138934587028,0.112,0.14748893729650364,25.0,5.651315346966168e-05,0.9759617097055,0.0805734053609523,1.8304915453899895,-1.3324535822596808,8.849698908050009,0.2125973223674561,0.005,0.95,1.0,1,eclipsing_binary,success,
KIC-5475736,eclipsing_binary,train,1.0,31.228943677588678,1.4947127397073967,0.25,0.000561287703624299,18.0,0.0003625095298366299,0.003510948821132572,0.0009844391142372472,0.5701598966424551,-0.8882857514052325,9.280934052769709,0.0,0.005,0.95,1.0,1,stellar_variability_or_other,success,
KIC-9851126,eclipsing_binary,train,1.0,294.8704778098784,8.477397440105022,0.25,0.048011531163786744,3.0,0.0,0.0,0.0036408204776368492,13.187008658814628,-3.0,9.878561482665921,0.0,0.005,0.95,1.0,1,exoplanet_transit,success,
KIC-7116043,eclipsing_binary,train,1.0,5.324928896266823,0.5958857660083087,0.25,6.082754634139307e-05,45.0,0.0,0.0,0.0009966344040857973,0.06103295861754799,0.0,4.711367428854622,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
KIC-3439096,eclipsing_binary,train,1.0,6.842935014554504,1.4947127397073967,0.25,0.00012464678120073085,18.0,0.0,0.0,0.0009975321122908476,0.12495515649564166,0.0,6.189001388897452,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
KIC-9655419,eclipsing_binary,train,1.0,17.210197363781873,0.9604939331715512,0.05,0.0005571020673321034,28.0,0.0004518592439767266,0.0,0.0009892871258855157,0.5631348601988918,-0.31103092964936474,11.956775410539265,0.0,0.005,0.95,1.0,1,stellar_variability_or_other,success,
KIC-3337548,eclipsing_binary,train,1.0,5.993342264144304,1.2321223350498098,0.05,0.00021944430323364613,21.0,0.0,0.0,0.0009919807881522869,0.22121829964307482,0.0,4.929435710706472,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
KIC-6676725,eclipsing_binary,train,1.0,5.076936584284533,0.5295787391026566,0.022,0.0001869682093617756,50.0,0.0,0.0,0.001005180758050194,0.18600456471575164,0.0,4.510961739828514,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
KIC-8588377,eclipsing_binary,train,1.0,25.130850715171466,0.9947360474869344,0.05,0.0008340829547970117,27.0,0.00010356625596363855,0.0,0.0009956880858316627,0.8376950238390489,-1.8614490822231553,16.51114967976028,0.0,0.005,0.95,1.0,1,stellar_variability_or_other,success,
KIC-6117415,eclipsing_binary,train,1.0,220.81541176024544,13.160404609475032,0.112,0.0199084011188008,2.0,0.0,0.02522560354302219,0.003959151317078439,5.028451686835685,0.3442984063200898,7.442425781430245,0.006653166096020069,0.005,0.95,1.0,1,stellar_variability_or_other,success,
KIC-3348082,eclipsing_binary,train,1.0,6.092475591665582,1.0463897620116749,0.25,9.24662086396962e-05,25.0,0.0,0.0,0.0009990416569473975,0.09255490799275531,0.0,5.621849772108193,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
KIC-11502172,eclipsing_binary,train,1.0,281.0120352603436,25.43662718932444,0.112,0.024105280589032992,1.0,0.0,0.0,0.0014128592507275284,17.061346044639887,-1.136067204597031,7.580793805923422,0.013602803260176488,0.005,0.95,1.0,1,exoplanet_transit,success,
KIC-10405224,eclipsing_binary,train,1.0,4.876958085491297,9.997026326027752,0.022,0.0008999412413325004,2.0,0.0,0.0,0.0009937202281336624,0.9056283809606138,0.0,3.645241044330111,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
KIC-9110357,eclipsing_binary,train,1.0,13.926604052985263,0.8948566947429566,0.05,0.00043879897499686683,30.0,5.484474335870626e-05,0.0,0.0009963693881567149,0.44039788878765707,-0.9344802813998623,12.68355244940173,0.0,0.005,0.95,1.0,1,stellar_variability_or_other,success,
KIC-4055092,eclipsing_binary,train,1.0,44.48149653973211,25.78984153461218,0.112,0.00365949702800986,1.0,0.0,0.0,0.0010051033687903505,3.640916090465493,-0.7266647846286691,6.199002561110295,0.0,0.005,0.95,1.0,1,stellar_variability_or_other,success,
KIC-8766285,eclipsing_binary,train,1.0,4.894881041104979,0.5029002837851062,0.022,0.00017573369270736566,53.0,0.0,0.0,0.0010013887124272838,0.1754899875807484,0.0,3.5215800581767462,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
KIC-3654950,eclipsing_binary,train,1.0,403.06816545247005,4.059246850921713,0.112,0.03200910320143432,6.0,0.00039792340182953634,0.6699024720886126,0.009262578130081495,3.4557444754479705,0.20832092052636852,8.750991649520461,0.04845225846894785,0.005,0.95,1.0,1,eclipsing_binary,success,
KIC-3231137,eclipsing_binary,train,1.0,8.6014673601047,1.9473844945130139,0.112,0.0002636986945666526,13.0,0.0,0.0,0.000991045466928527,0.26608132862351336,0.0,8.69847498402341,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
KIC-5534476,eclipsing_binary,train,1.0,4.825843033526132,0.5128758517533654,0.05,0.00011326382736685953,52.0,0.0,0.0,0.000986030607337391,0.114868470130668,0.0,3.9916635483253144,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
KIC-11756821,eclipsing_binary,train,1.0,208.11973904121757,2.7453428494959407,0.112,0.00548089703740637,9.0,0.00010511224959863785,0.8724894933596559,0.0020117963638268737,2.7243796320321967,-3.0,10.213673591456173,0.008051194891750324,0.005,0.95,1.0,1,eclipsing_binary,success,
TIC-230086768,eclipsing_binary,train,1.0,168.9301861670094,23.913357697578807,0.05,0.04349791141682493,1.0,0.0,0.0,0.002105194365993845,20.66218308364602,-1.1575322072908434,5.598578323989847,0.0,0.005,0.95,1.0,1,exoplanet_transit,success,
KIC-10019399,eclipsing_binary,train,1.0,10.630397814250834,1.9679627785861988,0.05,0.0004921862260736765,13.0,0.0,0.0,0.0009994772125539448,0.4924436694419501,0.0,8.290210270171105,0.0,0.005,0.95,1.0,0,stellar_variability_or_other,success,
